a_hood,b_hood,a_scale,b_scale
Orteliusbuurt Midden,Jan Maijenbuurt,2,2
Orteliusbuurt Midden,Columbusplein e.o.,2,2
Orteliusbuurt Midden,Balboaplein e.o.,2,2
Orteliusbuurt Noord,Rembrandtpark Noord,2,2
Orteliusbuurt Noord,Poolbuurt West,2,2
Orteliusbuurt Noord,Orteliusbuurt Midden,2,2
Orteliusbuurt Noord,Mercatorpark,2,2
Orteliusbuurt Noord,Jan Maijenbuurt,2,2
Orteliusbuurt Noord,Balboaplein e.o.,2,2
Orteliusbuurt Zuid,Rembrandtpark Noord,2,2
Orteliusbuurt Zuid,Postjeskade e.o.,2,2
Orteliusbuurt Zuid,Paramariboplein e.o.,2,2
Orteliusbuurt Zuid,Orteliusbuurt Midden,2,2
Orteliusbuurt Zuid,Columbusplein e.o.,2,2
Orteliusbuurt Zuid,Balboaplein e.o.,2,2
Osdorper Binnenpolder,Osdorper Bovenpolder,1,1
Osdorper Binnenpolder,Buurt 7,1,1
Osdorper Binnenpolder,Bretten West,1,1
Osdorper Bovenpolder,Wildeman,1,1
Osdorper Bovenpolder,Osdorper Binnenpolder,1,1
Osdorper Bovenpolder,Ookmeer,1,1
Osdorper Bovenpolder,Buurt 7,1,1
Osdorper Bovenpolder,Bedrijvencentrum Osdorp,1,1
Osdorp Midden Noord,Osdorp Midden Zuid,2,2
Osdorp Midden Zuid,Zuidwestkwadrant Osdorp Noord,2,2
Osdorp Midden Zuid,Osdorp Midden Noord,2,2
Osdorpplein e.o.,Wildeman,1,1
Osdorpplein e.o.,Meer en Oever,1,1
Osdorpplein e.o.,Emanuel van Meterenbuurt,1,1
Osdorpplein e.o.,Calandlaan/Lelylaan,1,1
Osdorp Zuidoost,Nieuw Sloten Noordwest,1,1
Osdorp Zuidoost,Louis Chrispijnbuurt,1,1
Osdorp Zuidoost,Calandlaan/Lelylaan,1,1
Oude Kerk e.o.,Nes e.o.,1,1
Oude Kerk e.o.,Kop Zeedijk,1,1
Oude Kerk e.o.,Burgwallen Oost,1,1
Overamstel,Zorgvlied,1,1
Overamstel,Amstelpark,1,1
Overamstel,Amstelglorie,1,1
Overbraker Binnenpolder,Spaarndammerbuurt Zuidwest,1,1
Overbraker Binnenpolder,Spaarndammerbuurt Midden,1,1
Overbraker Binnenpolder,Sloterdijk I,1,1
Overbraker Binnenpolder,Sloterdijk,1,1
Overbraker Binnenpolder,Houthavens West,1,1
Overbraker Binnenpolder,Coenhaven/Mercuriushaven,1,1
Overbraker Binnenpolder,Alfa-driehoek,1,1
Overhoeks,Westerdokseiland,1,1
Overhoeks,Stationsplein e.o.,1,1
Overhoeks,Houthavens Oost,1,1
Overhoeks,Buiksloterham,1,1
Overtoomse Veld Noord,Rembrandtpark Noord,2,2
Overtoomse Veld Noord,Overtoomse veld Zuid,2,2
Overtoomse Veld Noord,Mercatorpark,2,2
Overtoomse Veld Noord,Lucas/Andreasziekenhuis e.o.,2,2
Overtoomse veld Zuid,Rembrandtpark Noord,2,2
Overtoomse veld Zuid,Overtoomse Veld Noord,2,2
Overtoomse veld Zuid,Johan Jongkindbuurt,2,2
Papaverweg e.o.,Terrasdorp,1,1
Papaverweg e.o.,De Bongerd,1,1
Papaverweg e.o.,Cornelis Douwesterrein,1,1
Papaverweg e.o.,Buiksloterham,1,1
Papaverweg e.o.,Buiksloterbreek,1,1
Papaverweg e.o.,Bloemenbuurt Noord,1,1
Paramariboplein e.o.,Vondelparkbuurt West,2,2
Paramariboplein e.o.,Van Brakelkwartier,2,2
Paramariboplein e.o.,Surinamepleinbuurt,2,2
Paramariboplein e.o.,Postjeskade e.o.,2,2
Paramariboplein e.o.,Orteliusbuurt Zuid,2,2
Paramariboplein e.o.,Columbusplein e.o.,2,2
Park de Meer,Sportpark Voorland,1,1
Park de Meer,Sportpark Middenmeer Zuid,1,1
Park de Meer,Sportpark Middenmeer Noord,1,1
Park de Meer,Betondorp,1,1
Park Haagseweg,Medisch Centrum Slotervaart,2,2
Parooldriehoek,Weesperzijde Midden/Zuid,1,1
Parooldriehoek,Transvaalbuurt West,1,1
Parooldriehoek,Swammerdambuurt,1,1
Parooldriehoek,Oosterparkbuurt Zuidwest,1,1
Parooldriehoek,Oosterparkbuurt Noordwest,1,1
Petroleumhaven,Westhaven Noord,1,1
Petroleumhaven,Vervoerscentrum,1,1
Petroleumhaven,Noorder IJplas,1,1
Petroleumhaven,Cornelis Douwesterrein,1,1
Petroleumhaven,Coenhaven/Mercuriushaven,1,1
Pieter van der Doesbuurt,Landlust Zuid,2,2
Pieter van der Doesbuurt,Erasmusparkbuurt Oost,2,2
Pieter van der Doesbuurt,Balboaplein e.o.,2,2
Planciusbuurt,Zeeheldenbuurt,2,2
Planciusbuurt,Westergasfabriek,2,2
Planciusbuurt,Marnixbuurt Noord,2,2
Plantage,Waterloopleinbuurt,2,2
Plantage,Valkenburg,2,2
Plantage,Sarphatistrook,2,2
Plantage,Kazernebuurt,2,2
Plantage,Dapperbuurt Noord,2,2
Polderweggebied,Zuidwestkadrant Indische buurt,1,1
Polderweggebied,Transvaalbuurt Oost,1,1
Polderweggebied,Science  Park Noord,1,1
Polderweggebied,Oosterparkbuurt Zuidoost,1,1
Polderweggebied,Noordwestkwadrant Indische buurt Zuid,1,1
Polderweggebied,Noordwestkwadrant Indische buurt Noord,1,1
Poolbuurt West,Sportparkstad,2,2
Poolbuurt West,Orteliusbuurt Noord,2,2
Poolbuurt West,Mercatorpark,2,2
Poolbuurt West,Lucas/Andreasziekenhuis e.o.,2,2
Poolbuurt West,Bosleeuw,2,2
Postjeskade e.o.,Surinamepleinbuurt,2,2
Postjeskade e.o.,Paramariboplein e.o.,2,2
Postjeskade e.o.,Orteliusbuurt Zuid,2,2
Postjeskade e.o.,Columbusplein e.o.,2,2
Prinses Irenebuurt,Minervabuurt Zuid,2,2
Prinses Irenebuurt,Diepenbrockbuurt,2,2
RAI,Zuidas Noord,1,1
RAI,Vivaldi,1,1
RAI,Veluwebuurt,1,1
RAI,Beatrixpark,1,1
RAI,Amstelpark,1,1
Ransdorp,Zwarte Gouw,1,1
Ransdorp,Holysloot,1,1
Ransdorp,Durgerdam,1,1
Rapenburg,Uilenburg,1,1
Rapenburg,Oosterdokseiland,1,1
Rapenburg,Marine-Etablissement,1,1
Rapenburg,Kadijken,1,1
Rechte H-buurt,Huntum,1,1
Rechte H-buurt,Hoptille,1,1
Rechte H-buurt,Hakfort/Huigenbos,1,1
Rechte H-buurt,Bijlmerpark West,1,1
Rechte H-buurt,Amsterdamse Poort,1,1
Reguliersbuurt,Van Loonbuurt,1,1
Reguliersbuurt,Rembrandtpleinbuurt,1,1
Reguliersbuurt,Leidsegracht Zuid,1,1
Reguliersbuurt,Gouden Bocht,1,1
Reigersbos Midden,Reigersbos Zuid,1,1
Reigersbos Midden,Reigersbos Noord,1,1
Reigersbos Midden,Hoge Dijk,1,1
Reigersbos Midden,Gaasperdam Zuid,1,1
Reigersbos Midden,Gaasperdam Noord,1,1
Reigersbos Midden,AMC,1,1
Reigersbos Noord,Reigersbos Midden,1,1
Reigersbos Noord,Holendrecht West,1,1
Reigersbos Noord,Holendrecht Oost,1,1
Reigersbos Noord,Gaasperdam Zuid,1,1
Reigersbos Noord,Gaasperdam Noord,1,1
Reigersbos Noord,Amstel III deel A/B Zuid,1,1
Reigersbos Noord,AMC,1,1
Reigersbos Zuid,Reigersbos Midden,1,1
Reigersbos Zuid,Hoge Dijk,1,1
Reigersbos Zuid,Gein Zuidwest,1,1
Reigersbos Zuid,Gein Zuidoost,1,1
Reigersbos Zuid,Gaasperdam Zuid,1,1
Reigersbos Zuid,AMC,1,1
Rembrandtpark Noord,Overtoomse veld Zuid,2,2
Rembrandtpark Noord,Overtoomse Veld Noord,2,2
Rembrandtpark Noord,Orteliusbuurt Zuid,2,2
Rembrandtpark Noord,Orteliusbuurt Noord,2,2
Rembrandtpark Noord,Orteliusbuurt Midden,2,2
Rembrandtpark Noord,Mercatorpark,2,2
Rembrandtpark Noord,Lucas/Andreasziekenhuis e.o.,2,2
Rembrandtpark Zuid,Westlandgrachtbuurt,1,1
Rembrandtpark Zuid,Andreasterrein,1,1
Rembrandtpleinbuurt,Weesperbuurt,1,1
Rembrandtpleinbuurt,Van Loonbuurt,1,1
Rembrandtpleinbuurt,Reguliersbuurt,1,1
Rembrandtpleinbuurt,Amstelveldbuurt,1,1
Riekerhaven,Riekerpolder,1,1
Riekerhaven,Nieuwe Meer,1,1
Riekerhaven,Delflandpleinbuurt Oost,1,1
Riekerhaven,Bedrijventerrein Schinkel,1,1
Riekerhaven,Amsterdamse Bos,1,1
Riekerpolder,Sloterweg e.o.,1,1
Riekerpolder,Riekerhaven,1,1
Riekerpolder,Nieuwe Meer,1,1
Rietlanden,Entrepot-Noordwest,2,2
Rietlanden,Czaar Peterbuurt,2,2
Rijnbuurt Midden,Zorgvlied,1,1
Rijnbuurt Midden,Veluwebuurt,1,1
Rijnbuurt Midden,Rijnbuurt West,1,1
Rijnbuurt Midden,Amstelglorie,1,1
Rijnbuurt Oost,Scheldebuurt Oost,2,2
Rijnbuurt Oost,Kromme Mijdrechtbuurt,2,2
Rijnbuurt Oost,Amstel I Noord,2,2
Rijnbuurt West,Veluwebuurt,1,1
Rijnbuurt West,Rijnbuurt Midden,1,1
Rode Kruisbuurt,Loenermark,2,2
Rode Kruisbuurt,Elzenhagen,2,2
Rode Kruisbuurt,Blauwe Zand,2,2
Sarphatiparkbuurt,Willibrordusbuurt,1,1
Sarphatiparkbuurt,Van der Helstpleinbuurt,1,1
Sarphatiparkbuurt,Hemonybuurt,1,1
Sarphatiparkbuurt,Gerard Doubuurt,1,1
Sarphatiparkbuurt,Frederikspleinbuurt,1,1
Sarphatiparkbuurt,Frans Halsbuurt,1,1
Sarphatistrook,Plantage,2,2
Scheepvaarthuisbuurt,Lastage,2,2
Scheldebuurt Midden,Scheldebuurt West,2,2
Scheldebuurt Midden,Scheldebuurt Oost,2,2
Scheldebuurt Midden,IJsselbuurt West,2,2
Scheldebuurt Oost,Scheldebuurt Midden,2,2
Scheldebuurt Oost,Rijnbuurt Oost,2,2
Scheldebuurt Oost,Kromme Mijdrechtbuurt,2,2
Scheldebuurt Oost,IJsselbuurt West,2,2
Scheldebuurt West,Wielingenbuurt,2,2
Scheldebuurt West,Scheldebuurt Midden,2,2
Scheldebuurt West,Lizzy Ansinghbuurt,2,2
Scheldebuurt West,IJsselbuurt West,2,2
Scheldebuurt West,Cornelis Troostbuurt,2,2
Schellingwoude Noord,Zwarte Gouw,1,1
Schellingwoude Noord,Schellingwoude Oost,1,1
Schellingwoude Noord,Markengouw Zuid,1,1
Schellingwoude Noord,De Weeren,1,1
Schellingwoude Oost,Zwarte Gouw,1,1
Schellingwoude Oost,Zeeburgereiland Noordwest,1,1
Schellingwoude Oost,Zeeburgereiland Noordoost,1,1
Schellingwoude Oost,Schellingwoude West,1,1
Schellingwoude Oost,Schellingwoude Noord,1,1
Schellingwoude Oost,Markengouw Zuid,1,1
Schellingwoude Oost,KNSM-eiland,1,1
Schellingwoude Oost,Durgerdam,1,1
Schellingwoude Oost,De Weeren,1,1
Schellingwoude Oost,Bedrijventerrein Nieuwendammerdijk,1,1
Schellingwoude West,Zeeburgereiland Noordwest,1,1
Schellingwoude West,Schellingwoude Oost,1,1
Schellingwoude West,KNSM-eiland,1,1
Schellingwoude West,Bedrijventerrein Nieuwendammerdijk,1,1
Schinkelbuurt Noord,Willemsparkbuurt Noord,2,2
Schinkelbuurt Noord,Vondelparkbuurt West,2,2
Schinkelbuurt Noord,Surinamepleinbuurt,2,2
Schinkelbuurt Noord,Legmeerpleinbuurt,2,2
Schinkelbuurt Noord,Aalsmeerwegbuurt Oost,2,2
Schinkelbuurt Zuid,Valeriusbuurt West,1,1
Schinkelbuurt Zuid,Olympisch Stadion e.o.,1,1
Schinkelbuurt Zuid,Marathonbuurt West,1,1
Schinkelbuurt Zuid,Bertelmanpleinbuurt,1,1
Schinkelbuurt Zuid,Bedrijventerrein Schinkel,1,1
Schipluidenbuurt,Johan Jongkindbuurt,2,2
Science  Park Noord,Zuidwestkadrant Indische buurt,1,1
Science  Park Noord,Zuidoostkwadrant Indische buurt,1,1
Science  Park Noord,Sportpark Middenmeer Noord,1,1
Science  Park Noord,Science Park Zuid,1,1
Science  Park Noord,Polderweggebied,1,1
Science  Park Noord,Middenmeer Noord,1,1
Science  Park Noord,Flevopark,1,1
Science Park Zuid,Sportpark Voorland,1,1
Science Park Zuid,Sportpark Middenmeer Noord,1,1
Science Park Zuid,Science  Park Noord,1,1
Science Park Zuid,Nieuwe Diep/Diemerpark,1,1
Science Park Zuid,Flevopark,1,1
Sloterdijk,Teleport,1,1
Sloterdijk,Sloterdijk I,1,1
Sloterdijk,Overbraker Binnenpolder,1,1
Sloterdijk,Bedrijventerrein Landlust,1,1
Sloterdijk,Bedrijvencentrum Westerkwartier,1,1
Sloterdijk I,Vervoerscentrum,1,1
Sloterdijk I,Teleport,1,1
Sloterdijk I,Sloterdijk II,1,1
Sloterdijk I,Sloterdijk,1,1
Sloterdijk I,Overbraker Binnenpolder,1,1
Sloterdijk I,Alfa-driehoek,1,1
Sloterdijk II,Westhaven Zuid,1,1
Sloterdijk II,Westhaven Noord,1,1
Sloterdijk II,Vervoerscentrum,1,1
Sloterdijk II,Teleport,1,1
Sloterdijk II,Sloterdijk III Oost,1,1
Sloterdijk II,Sloterdijk I,1,1
Sloterdijk II,Bretten Oost,1,1
Sloterdijk II,Alfa-driehoek,1,1
Sloterdijk III Oost,Westhaven Zuid,1,1
Sloterdijk III Oost,Westhaven Noord,1,1
Sloterdijk III Oost,Teleport,1,1
Sloterdijk III Oost,Sloterdijk III West,1,1
Sloterdijk III Oost,Sloterdijk II,1,1
Sloterdijk III Oost,Bretten West,1,1
Sloterdijk III Oost,Bretten Oost,1,1
Sloterdijk III West,Westhaven Noord,1,1
Sloterdijk III West,Sloterdijk III Oost,1,1
Sloterdijk III West,De Heining,1,1
Sloterdijk III West,Bretten West,1,1
Sloterdijk III West,Amerikahaven,1,1
Slotermeer Zuid,Sportparkstad,2,2
Slotermeer Zuid,Noordoever Sloterplas,2,2
Slotermeer Zuid,Lucas/Andreasziekenhuis e.o.,2,2
Slotermeer Zuid,Buurt 2,2,2
Sloterweg e.o.,Riekerpolder,1,1
Sloterweg e.o.,Nieuw Sloten Zuidwest,1,1
Sloterweg e.o.,Nieuw Sloten Zuidoost,1,1
Sloterweg e.o.,Nieuwe Meer,1,1
Spaarndammerbuurt Midden,Spaarndammerbuurt Zuidwest,1,1
Spaarndammerbuurt Midden,Spaarndammerbuurt Noordoost,1,1
Spaarndammerbuurt Midden,Overbraker Binnenpolder,1,1
Spaarndammerbuurt Midden,Houthavens West,1,1
Spaarndammerbuurt Noordoost,Spaarndammerbuurt Zuidwest,1,1
Spaarndammerbuurt Noordoost,Spaarndammerbuurt Zuidoost,1,1
Spaarndammerbuurt Noordoost,Spaarndammerbuurt Midden,1,1
Spaarndammerbuurt Noordoost,Houthavens West,1,1
Spaarndammerbuurt Zuidoost,Spaarndammerbuurt Zuidwest,1,1
Spaarndammerbuurt Zuidoost,Spaarndammerbuurt Noordoost,1,1
Spaarndammerbuurt Zuidwest,Spaarndammerbuurt Zuidoost,1,1
Spaarndammerbuurt Zuidwest,Spaarndammerbuurt Noordoost,1,1
Spaarndammerbuurt Zuidwest,Spaarndammerbuurt Midden,1,1
Spaarndammerbuurt Zuidwest,Overbraker Binnenpolder,1,1
Spiegelbuurt,Weteringbuurt,1,1
Spiegelbuurt,Van Loonbuurt,1,1
Spiegelbuurt,Leidsegracht Zuid,1,1
Spiegelbuurt,Gouden Bocht,1,1
Sporenburg,Zeeburgereiland Zuidwest,1,1
Sporenburg,Zeeburgereiland Noordwest,1,1
Sporenburg,KNSM-eiland,1,1
Sporenburg,Java-eiland,1,1
Sporenburg,Borneo,1,1
Sporenburg,Bedrijvengebied Cruquiusweg,1,1
Sportpark Middenmeer Noord,Sportpark Voorland,1,1
Sportpark Middenmeer Noord,Sportpark Middenmeer Zuid,1,1
Sportpark Middenmeer Noord,Science Park Zuid,1,1
Sportpark Middenmeer Noord,Science  Park Noord,1,1
Sportpark Middenmeer Noord,Park de Meer,1,1
Sportpark Middenmeer Zuid,Sportpark Voorland,1,1
Sportpark Middenmeer Zuid,Sportpark Middenmeer Noord,1,1
Sportpark Middenmeer Zuid,Park de Meer,1,1
Sportpark Middenmeer Zuid,Nieuwe Oosterbegraafplaats,1,1
Sportpark Middenmeer Zuid,Betondorp,1,1
Sportparkstad,Slotermeer Zuid,2,2
Sportparkstad,Poolbuurt West,2,2
Sportparkstad,Noordoever Sloterplas,2,2
Sportparkstad,Mercatorpark,2,2
Sportparkstad,Lucas/Andreasziekenhuis e.o.,2,2
Sportparkstad,Buurt 2,2,2
Sportpark Voorland,Sportpark Middenmeer Zuid,1,1
Sportpark Voorland,Sportpark Middenmeer Noord,1,1
Sportpark Voorland,Science Park Zuid,1,1
Sportpark Voorland,Park de Meer,1,1
Spuistraat Zuid,Kalverdriehoek,3,3
Spuistraat Zuid,Begijnhofbuurt,3,3
Staalmanpleinbuurt,Medisch Centrum Slotervaart,2,2
Staalmanpleinbuurt,Delflandpleinbuurt West,2,2
Staatsliedenbuurt Noordoost,De Wittenbuurt Noord,3,3
Stationsplein e.o.,Westerdokseiland,1,1
Stationsplein e.o.,Overhoeks,1,1
Stationsplein e.o.,Oosterdokseiland,1,1
Stationsplein e.o.,Kop Zeedijk,1,1
Stationsplein e.o.,IJplein e.o.,1,1
Steigereiland Noord,Zeeburgereiland Zuidoost,1,1
Steigereiland Noord,Zeeburgereiland Noordoost,1,1
Steigereiland Noord,Steigereiland Zuid,1,1
Steigereiland Noord,Haveneiland Zuidwest/Rieteiland West,1,1
Steigereiland Noord,Haveneiland Noordwest,1,1
Steigereiland Noord,Durgerdam,1,1
Steigereiland Zuid,Zeeburgereiland Zuidoost,1,1
Steigereiland Zuid,Zeeburgereiland Noordoost,1,1
Steigereiland Zuid,Steigereiland Noord,1,1
Steigereiland Zuid,Nieuwe Diep/Diemerpark,1,1
Steigereiland Zuid,Haveneiland Zuidwest/Rieteiland West,1,1
Steigereiland Zuid,Haveneiland Noordwest,1,1
Surinamepleinbuurt,Vondelparkbuurt West,2,2
Surinamepleinbuurt,Schinkelbuurt Noord,2,2
Surinamepleinbuurt,Postjeskade e.o.,2,2
Surinamepleinbuurt,Paramariboplein e.o.,2,2
Surinamepleinbuurt,Legmeerpleinbuurt,2,2
Swammerdambuurt,Willibrordusbuurt,1,1
Swammerdambuurt,Weesperzijde Midden/Zuid,1,1
Swammerdambuurt,Parooldriehoek,1,1
Swammerdambuurt,Oosterparkbuurt Zuidwest,1,1
Swammerdambuurt,Oosterparkbuurt Noordwest,1,1
Swammerdambuurt,Hemonybuurt,1,1
Swammerdambuurt,Frederikspleinbuurt,1,1
Teleport,Vervoerscentrum,1,1
Teleport,Sloterdijk III Oost,1,1
Teleport,Sloterdijk II,1,1
Teleport,Sloterdijk I,1,1
Teleport,Sloterdijk,1,1
Teleport,Kolenkitbuurt Noord,1,1
Teleport,Buurt 3,1,1
Teleport,Bretten Oost,1,1
Teleport,Alfa-driehoek,1,1
Terrasdorp,Tuindorp Oostzaan Oost,1,1
Terrasdorp,Papaverweg e.o.,1,1
Terrasdorp,Oostzanerdijk,1,1
Terrasdorp,Kadoelen,1,1
Terrasdorp,De Bongerd,1,1
Terrasdorp,Cornelis Douwesterrein,1,1
Terrasdorp,Buiksloterbreek,1,1
Transvaalbuurt Oost,Transvaalbuurt West,1,1
Transvaalbuurt Oost,Polderweggebied,1,1
Transvaalbuurt Oost,Oosterparkbuurt Zuidwest,1,1
Transvaalbuurt Oost,Oosterparkbuurt Zuidoost,1,1
Transvaalbuurt West,Weesperzijde Midden/Zuid,1,1
Transvaalbuurt West,Transvaalbuurt Oost,1,1
Transvaalbuurt West,Parooldriehoek,1,1
Transvaalbuurt West,Oosterparkbuurt Zuidwest,1,1
Transvaalbuurt West,Oosterparkbuurt Zuidoost,1,1
Trompbuurt,Kortenaerkwartier,3,3
Tuindorp Frankendael,Middenmeer Zuid,2,2
Tuindorp Frankendael,Linnaeusparkbuurt,2,2
Tuindorp Frankendael,Julianapark,2,2
Tuindorp Frankendael,Frankendael,2,2
Tuindorp Nieuwendam Oost,Werengouw Noord,1,1
Tuindorp Nieuwendam Oost,Tuindorp Nieuwendam West,1,1
Tuindorp Nieuwendam West,Werengouw Noord,1,1
Tuindorp Nieuwendam West,Tuindorp Nieuwendam Oost,1,1
Tuindorp Nieuwendam West,Buikslotermeerpleinbuurt,1,1
Tuindorp Oostzaan Oost,Tuindorp Oostzaan West,1,1
Tuindorp Oostzaan Oost,Terrasdorp,1,1
Tuindorp Oostzaan Oost,Oostzanerdijk,1,1
Tuindorp Oostzaan Oost,Cornelis Douwesterrein,1,1
Tuindorp Oostzaan West,Tuindorp Oostzaan Oost,1,1
Tuindorp Oostzaan West,Oostzanerdijk,1,1
Tuindorp Oostzaan West,Cornelis Douwesterrein,1,1
Twiske Oost,Twiske West,1,1
Twiske Oost,Kadoelen,1,1
Twiske West,Walvisbuurt,1,1
Twiske West,Twiske Oost,1,1
Twiske West,Oostzanerdijk,1,1
Twiske West,Kadoelen,1,1
Uilenburg,Rapenburg,1,1
Uilenburg,Nieuwmarkt,1,1
Utrechtsebuurt Zuid,Weteringbuurt,1,1
Utrechtsebuurt Zuid,Weesperbuurt,1,1
Utrechtsebuurt Zuid,Van Loonbuurt,1,1
Utrechtsebuurt Zuid,Frederikspleinbuurt,1,1
Utrechtsebuurt Zuid,Amstelveldbuurt,1,1
Valeriusbuurt Oost,Valeriusbuurt West,1,1
Valeriusbuurt Oost,Cornelis Schuytbuurt,1,1
Valeriusbuurt Oost,Banpleinbuurt,1,1
Valeriusbuurt West,Valeriusbuurt Oost,1,1
Valeriusbuurt West,Schinkelbuurt Zuid,1,1
Valeriusbuurt West,Bertelmanpleinbuurt,1,1
Valkenburg,Waterloopleinbuurt,2,2
Valkenburg,Plantage,2,2
Van Brakelkwartier,Paramariboplein e.o.,2,2
Van Brakelkwartier,De Wester Quartier,2,2
Van Brakelkwartier,Columbusplein e.o.,2,2
Van Brakelkwartier,Balboaplein e.o.,2,2
Van der Helstpleinbuurt,Willibrordusbuurt,1,1
Van der Helstpleinbuurt,Sarphatiparkbuurt,1,1
Van der Helstpleinbuurt,Hemonybuurt,1,1
Van der Helstpleinbuurt,Diamantbuurt,1,1
Van der Helstpleinbuurt,Burgemeester Tellegenbuurt West,1,1
Van der Helstpleinbuurt,Burgemeester Tellegenbuurt Oost,1,1
Van der Kunbuurt,Kromme Mijdrechtbuurt,2,2
Van der Kunbuurt,Julianapark,2,2
Van der Kunbuurt,De Eenhoorn,2,2
Van der Pekbuurt,Vogelbuurt Zuid,2,2
Van der Pekbuurt,Bloemenbuurt Zuid,2,2
Van Loonbuurt,Weteringbuurt,1,1
Van Loonbuurt,Utrechtsebuurt Zuid,1,1
Van Loonbuurt,Spiegelbuurt,1,1
Van Loonbuurt,Rembrandtpleinbuurt,1,1
Van Loonbuurt,Reguliersbuurt,1,1
Van Loonbuurt,Gouden Bocht,1,1
Van Loonbuurt,Amstelveldbuurt,1,1
Van Tuyllbuurt,Zuidas Noord,1,1
Van Tuyllbuurt,Olympisch Stadion e.o.,1,1
Van Tuyllbuurt,Marathonbuurt West,1,1
Veluwebuurt,Zorgvlied,1,1
Veluwebuurt,Vivaldi,1,1
Veluwebuurt,Rijnbuurt West,1,1
Veluwebuurt,Rijnbuurt Midden,1,1
Veluwebuurt,RAI,1,1
Veluwebuurt,Amstelpark,1,1
Venserpolder Oost,Venserpolder West,1,1
Venserpolder Oost,D-buurt,1,1
Venserpolder West,Venserpolder Oost,1,1
Venserpolder West,Hoofdcentrum Zuidoost,1,1
Venserpolder West,D-buurt,1,1
Venserpolder West,Amsterdamse Poort,1,1
Vervoerscentrum,Westhaven Noord,1,1
Vervoerscentrum,Teleport,1,1
Vervoerscentrum,Sloterdijk II,1,1
Vervoerscentrum,Sloterdijk I,1,1
Vervoerscentrum,Petroleumhaven,1,1
Vervoerscentrum,Coenhaven/Mercuriushaven,1,1
Vervoerscentrum,Alfa-driehoek,1,1
Vivaldi,Zuidas Noord,1,1
Vivaldi,Veluwebuurt,1,1
Vivaldi,RAI,1,1
Vivaldi,Gelderlandpleinbuurt,1,1
Vivaldi,De Klenckebuurt,1,1
Vivaldi,Amstelpark,1,1
Vliegenbos,Vogelbuurt Noord,1,1
Vogelbuurt Noord,Vliegenbos,1,1
Vogelbuurt Noord,Bloemenbuurt Noord,1,1
Vogelbuurt Zuid,Van der Pekbuurt,2,2
Vogelbuurt Zuid,Bloemenbuurt Zuid,2,2
Vogeltjeswei,G-buurt West,1,1
Vogeltjeswei,F-buurt,1,1
Vogeltjeswei,Bijlmerpark West,1,1
Vogeltjeswei,Bijlmerpark Oost,1,1
Vogeltjeswei,Amsterdamse Poort,1,1
Vondelparkbuurt Midden,WG terrein,1,1
Vondelparkbuurt Midden,Vondelpark West,1,1
Vondelparkbuurt Midden,Cremerbuurt West,1,1
Vondelparkbuurt Oost,Vondelpark Oost,2,2
Vondelparkbuurt Oost,Leidsebuurt Zuidwest,2,2
Vondelparkbuurt West,Surinamepleinbuurt,2,2
Vondelparkbuurt West,Schinkelbuurt Noord,2,2
Vondelparkbuurt West,Paramariboplein e.o.,2,2
Vondelpark Oost,Willemsparkbuurt Noord,2,2
Vondelpark Oost,Vondelparkbuurt Oost,2,2
Vondelpark Oost,Concertgebouwbuurt,2,2
Vondelpark West,Vondelparkbuurt Midden,1,1
Vondelpark West,Cornelis Schuytbuurt,1,1
VU-kwartier,Zuiderhof,1,1
VU-kwartier,Zuidas Noord,1,1
VU-kwartier,Gelderlandpleinbuurt,1,1
VU-kwartier,Buitenveldert West Midden,1,1
Walvisbuurt,Twiske West,1,1
Walvisbuurt,Oostzanerdijk,1,1
Walvisbuurt,Noorder IJplas,1,1
Walvisbuurt,Molenwijk,1,1
Waterloopleinbuurt,Valkenburg,2,2
Waterloopleinbuurt,Plantage,2,2
Weesperbuurt,Utrechtsebuurt Zuid,1,1
Weesperbuurt,Rembrandtpleinbuurt,1,1
Weesperbuurt,Frederikspleinbuurt,1,1
Weesperbuurt,Amstelveldbuurt,1,1
Weespertrekvaart,Drieburg,1,1
Weespertrekvaart,De Wetbuurt,1,1
Weespertrekvaart,De Omval,1,1
Weespertrekvaart,Betondorp,1,1
Weespertrekvaart,Amstel I Zuid,1,1
Weesperzijde Midden/Zuid,Willibrordusbuurt,1,1
Weesperzijde Midden/Zuid,Transvaalbuurt West,1,1
Weesperzijde Midden/Zuid,Swammerdambuurt,1,1
Weesperzijde Midden/Zuid,Parooldriehoek,1,1
Weesperzijde Midden/Zuid,Oosterparkbuurt Zuidwest,1,1
Weesperzijde Midden/Zuid,Oosterparkbuurt Noordwest,1,1
Weesperzijde Midden/Zuid,IJsselbuurt Oost,1,1
Weesperzijde Midden/Zuid,Diamantbuurt,1,1
Werengouw Midden,Werengouw Zuid,2,2
Werengouw Noord,Tuindorp Nieuwendam West,1,1
Werengouw Noord,Tuindorp Nieuwendam Oost,1,1
Werengouw Noord,Nieuwendam Noordwest Zuid,1,1
Werengouw Noord,Markengouw Noord,1,1
Werengouw Noord,Markengouw Midden,1,1
Werengouw Noord,Buikslotermeerpleinbuurt,1,1
Werengouw Zuid,Werengouw Midden,2,2
Werengouw Zuid,Nieuwendammerdijk Oost,2,2
Westelijke eilanden,Westerdokseiland,1,1
Westelijke eilanden,Houthavens Oost,1,1
Westelijke eilanden,Haarlemmerbuurt West,1,1
